Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 11/06/2020
Code Year    ARDY   Cohort        ASFR
AUT  1969     34     1935      0.07446
AUT  1969     35     1934      0.06408
AUT  1969     36     1933      0.05691
AUT  1969     37     1932      0.04704
AUT  1969     38     1931      0.03984
AUT  1969     39     1930      0.03332
AUT  1969     40     1929      0.02589
AUT  1969     41     1928      0.01917
AUT  1969     42     1927      0.01322
AUT  1969     43     1926      0.00941
AUT  1969     44     1925      0.00599
AUT  1969     45     1924      0.00299
AUT  1969     46     1923      0.00176
AUT  1969     47     1922      0.00073
AUT  1969     48     1921      0.00017
AUT  1969     49     1920      0.00007
AUT  1969     50     1919      0.00002
AUT  1969     51     1918      0.00003
AUT  1969     52     1917      0.00000
AUT  1969     53     1916      0.00000
AUT  1969     54     1915      0.00000
AUT  1969     55+    1914-     0.00000
AUT  1970     12-    1958+     0.00004
AUT  1970     13     1957      0.00005
AUT  1970     14     1956      0.00020
AUT  1970     15     1955      0.00153
AUT  1970     16     1954      0.00841
AUT  1970     17     1953      0.03247
AUT  1970     18     1952      0.06799
AUT  1970     19     1951      0.11521
AUT  1970     20     1950      0.14287
AUT  1970     21     1949      0.16096
AUT  1970     22     1948      0.16208
AUT  1970     23     1947      0.15838
AUT  1970     24     1946      0.14895
AUT  1970     25     1945      0.13468
AUT  1970     26     1944      0.12765
AUT  1970     27     1943      0.12105
AUT  1970     28     1942      0.11409
AUT  1970     29     1941      0.10321
AUT  1970     30     1940      0.09268
AUT  1970     31     1939      0.08614
AUT  1970     32     1938      0.08042
AUT  1970     33     1937      0.07498
AUT  1970     34     1936      0.06457
AUT  1970     35     1935      0.05847
AUT  1970     36     1934      0.05073
AUT  1970     37     1933      0.04542
AUT  1970     38     1932      0.03660
AUT  1970     39     1931      0.02980
AUT  1970     40     1930      0.02389
AUT  1970     41     1929      0.01840
AUT  1970     42     1928      0.01201
AUT  1970     43     1927      0.00806
AUT  1970     44     1926      0.00608
AUT  1970     45     1925      0.00309
AUT  1970     46     1924      0.00140
AUT  1970     47     1923      0.00074
AUT  1970     48     1922      0.00019
AUT  1970     49     1921      0.00012
AUT  1970     50     1920      0.00005
AUT  1970     51     1919      0.00002
AUT  1970     52     1918      0.00000
AUT  1970     53     1917      0.00000
AUT  1970     54     1916      0.00000
AUT  1970     55+    1915-     0.00000
AUT  1971     12-    1959+     0.00003
AUT  1971     13     1958      0.00002
AUT  1971     14     1957      0.00033
AUT  1971     15     1956      0.00165
AUT  1971     16     1955      0.00876
AUT  1971     17     1954      0.03163
AUT  1971     18     1953      0.06994
AUT  1971     19     1952      0.10892
AUT  1971     20     1951      0.13723
AUT  1971     21     1950      0.14919
AUT  1971     22     1949      0.15758
AUT  1971     23     1948      0.15294
AUT  1971     24     1947      0.14155
AUT  1971     25     1946      0.13459
AUT  1971     26     1945      0.12247
AUT  1971     27     1944      0.11460
AUT  1971     28     1943      0.10681
AUT  1971     29     1942      0.10024
AUT  1971     30     1941      0.08841
AUT  1971     31     1940      0.08181
AUT  1971     32     1939      0.07264
AUT  1971     33     1938      0.06893
AUT  1971     34     1937      0.06266
AUT  1971     35     1936      0.05506
AUT  1971     36     1935      0.04907
AUT  1971     37     1934      0.04126
AUT  1971     38     1933      0.03661
AUT  1971     39     1932      0.03092
AUT  1971     40     1931      0.02378
AUT  1971     41     1930      0.01844
AUT  1971     42     1929      0.01317
AUT  1971     43     1928      0.00827
AUT  1971     44     1927      0.00561
AUT  1971     45     1926      0.00308
AUT  1971     46     1925      0.00159
AUT  1971     47     1924      0.00075
AUT  1971     48     1923      0.00025
AUT  1971     49     1922      0.00007
AUT  1971     50     1921      0.00000
AUT  1971     51     1920      0.00000
AUT  1971     52     1919      0.00000
AUT  1971     53     1918      0.00000
AUT  1971     54     1917      0.00000
AUT  1971     55+    1916-     0.00000
AUT  1972     12-    1960+     0.00000
AUT  1972     13     1959      0.00003
AUT  1972     14     1958      0.00044
AUT  1972     15     1957      0.00178
AUT  1972     16     1956      0.01030
AUT  1972     17     1955      0.03389
AUT  1972     18     1954      0.07048
AUT  1972     19     1953      0.10837
AUT  1972     20     1952      0.13022
AUT  1972     21     1951      0.14227
AUT  1972     22     1950      0.14467
AUT  1972     23     1949      0.14441
AUT  1972     24     1948      0.13791
AUT  1972     25     1947      0.13084
AUT  1972     26     1946      0.12193
AUT  1972     27     1945      0.10821
AUT  1972     28     1944      0.10044
AUT  1972     29     1943      0.09084
AUT  1972     30     1942      0.08412
AUT  1972     31     1941      0.07409
AUT  1972     32     1940      0.06578
AUT  1972     33     1939      0.06078
AUT  1972     34     1938      0.05659
AUT  1972     35     1937      0.05251
AUT  1972     36     1936      0.04319
AUT  1972     37     1935      0.03936
AUT  1972     38     1934      0.03287
AUT  1972     39     1933      0.02788
AUT  1972     40     1932      0.02414
AUT  1972     41     1931      0.01614
AUT  1972     42     1930      0.01185
AUT  1972     43     1929      0.00911
AUT  1972     44     1928      0.00539
AUT  1972     45     1927      0.00254
AUT  1972     46     1926      0.00173
AUT  1972     47     1925      0.00054
AUT  1972     48     1924      0.00024
AUT  1972     49     1923      0.00005
AUT  1972     50     1922      0.00000
AUT  1972     51     1921      0.00000
AUT  1972     52     1920      0.00000
AUT  1972     53     1919      0.00000
AUT  1972     54     1918      0.00000
AUT  1972     55+    1917-     0.00000
AUT  1973     12-    1961+     0.00000
AUT  1973     13     1960      0.00002
AUT  1973     14     1959      0.00041
AUT  1973     15     1958      0.00200
AUT  1973     16     1957      0.01097
AUT  1973     17     1956      0.03575
AUT  1973     18     1955      0.06783
AUT  1973     19     1954      0.10140
AUT  1973     20     1953      0.12328
AUT  1973     21     1952      0.13406
AUT  1973     22     1951      0.13517
AUT  1973     23     1950      0.13400
AUT  1973     24     1949      0.13335
AUT  1973     25     1948      0.11873
AUT  1973     26     1947      0.11219
AUT  1973     27     1946      0.10318
AUT  1973     28     1945      0.09042
AUT  1973     29     1944      0.08298
AUT  1973     30     1943      0.07638
AUT  1973     31     1942      0.06770
AUT  1973     32     1941      0.06088
AUT  1973     33     1940      0.05479
AUT  1973     34     1939      0.04800
AUT  1973     35     1938      0.04691
AUT  1973     36     1937      0.04043
AUT  1973     37     1936      0.03753
AUT  1973     38     1935      0.03013
AUT  1973     39     1934      0.02608
AUT  1973     40     1933      0.02040
AUT  1973     41     1932      0.01487
AUT  1973     42     1931      0.01135
AUT  1973     43     1930      0.00815
AUT  1973     44     1929      0.00446
AUT  1973     45     1928      0.00236
AUT  1973     46     1927      0.00134
AUT  1973     47     1926      0.00073
AUT  1973     48     1925      0.00021
AUT  1973     49     1924      0.00005
AUT  1973     50     1923      0.00000
AUT  1973     51     1922      0.00002
AUT  1973     52     1921      0.00000
AUT  1973     53     1920      0.00000
AUT  1973     54     1919      0.00000
AUT  1973     55+    1918-     0.00000
AUT  1974     12-    1962+     0.00000
AUT  1974     13     1961      0.00003
AUT  1974     14     1960      0.00046
AUT  1974     15     1959      0.00208
AUT  1974     16     1958      0.00979
AUT  1974     17     1957      0.03313
AUT  1974     18     1956      0.06661
AUT  1974     19     1955      0.09850
AUT  1974     20     1954      0.12224
AUT  1974     21     1953      0.13451
AUT  1974     22     1952      0.13730
AUT  1974     23     1951      0.13338
AUT  1974     24     1950      0.13223
AUT  1974     25     1949      0.12462
AUT  1974     26     1948      0.11508
AUT  1974     27     1947      0.10193
AUT  1974     28     1946      0.09444
AUT  1974     29     1945      0.08260
AUT  1974     30     1944      0.07124
AUT  1974     31     1943      0.06423
AUT  1974     32     1942      0.06071
AUT  1974     33     1941      0.05011
AUT  1974     34     1940      0.04534
AUT  1974     35     1939      0.03933
AUT  1974     36     1938      0.03856
AUT  1974     37     1937      0.03400
AUT  1974     38     1936      0.03085
AUT  1974     39     1935      0.02358
AUT  1974     40     1934      0.01870
AUT  1974     41     1933      0.01524
AUT  1974     42     1932      0.01096
AUT  1974     43     1931      0.00748
AUT  1974     44     1930      0.00483
AUT  1974     45     1929      0.00232
AUT  1974     46     1928      0.00124
AUT  1974     47     1927      0.00048
AUT  1974     48     1926      0.00014
AUT  1974     49     1925      0.00004
AUT  1974     50     1924      0.00002
AUT  1974     51     1923      0.00000
AUT  1974     52     1922      0.00000
AUT  1974     53     1921      0.00000
AUT  1974     54     1920      0.00000
AUT  1974     55+    1919-     0.00000
AUT  1975     12-    1963+     0.00000
AUT  1975     13     1962      0.00002
AUT  1975     14     1961      0.00020
AUT  1975     15     1960      0.00149
AUT  1975     16     1959      0.00837
AUT  1975     17     1958      0.02766
AUT  1975     18     1957      0.05781
AUT  1975     19     1956      0.09102
AUT  1975     20     1955      0.11335
AUT  1975     21     1954      0.12686
AUT  1975     22     1953      0.13412
AUT  1975     23     1952      0.13373
AUT  1975     24     1951      0.13162
AUT  1975     25     1950      0.12231
AUT  1975     26     1949      0.11522
AUT  1975     27     1948      0.10479
AUT  1975     28     1947      0.09317
AUT  1975     29     1946      0.08469
AUT  1975     30     1945      0.07005
AUT  1975     31     1944      0.06476
AUT  1975     32     1943      0.05547
AUT  1975     33     1942      0.04718
AUT  1975     34     1941      0.04138
AUT  1975     35     1940      0.03638
AUT  1975     36     1939      0.03197
AUT  1975     37     1938      0.02992
AUT  1975     38     1937      0.02586
AUT  1975     39     1936      0.02174
AUT  1975     40     1935      0.01891
AUT  1975     41     1934      0.01312
AUT  1975     42     1933      0.00979
AUT  1975     43     1932      0.00624
AUT  1975     44     1931      0.00412
AUT  1975     45     1930      0.00198
AUT  1975     46     1929      0.00092
AUT  1975     47     1928      0.00072
AUT  1975     48     1927      0.00024
AUT  1975     49     1926      0.00014
AUT  1975     50     1925      0.00000
AUT  1975     51     1924      0.00000
AUT  1975     52     1923      0.00000
AUT  1975     53     1922      0.00000
AUT  1975     54     1921      0.00000
AUT  1975     55+    1920-     0.00000
AUT  1976     12-    1964+     0.00003
AUT  1976     13     1963      0.00002
AUT  1976     14     1962      0.00017
AUT  1976     15     1961      0.00105
AUT  1976     16     1960      0.00690
AUT  1976     17     1959      0.02454
AUT  1976     18     1958      0.05089
AUT  1976     19     1957      0.07959
AUT  1976     20     1956      0.10079
AUT  1976     21     1955      0.11361
AUT  1976     22     1954      0.12478
AUT  1976     23     1953      0.12659
AUT  1976     24     1952      0.12290
AUT  1976     25     1951      0.11859
AUT  1976     26     1950      0.11221
AUT  1976     27     1949      0.10219
AUT  1976     28     1948      0.09065
AUT  1976     29     1947      0.07881
AUT  1976     30     1946      0.06940
AUT  1976     31     1945      0.05924
AUT  1976     32     1944      0.05041
AUT  1976     33     1943      0.04473
AUT  1976     34     1942      0.04000
AUT  1976     35     1941      0.03255
